Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Hypoglycemia, excessive_hunger, yellow_crust_ooze, silver_like_dusting, continuous_feel_of_urine, blood_in_sputum, unsteadiness, phlegm, breathlessness, mucoid_sputum, internal_itching, abnormal_menstruation, swelled_lymph_nodes, dischromic _patches, blackheads, chills, patches_in_throat, toxic_look_(typhos)
Hepatitis D, weakness_in_limbs,itching, swelling_of_stomach, pain_during_bowel_movements, yellowing_of_eyes, chills, swelled_lymph_nodes, spotting_ urination, joint_pain, weight_loss, palpitations, drying_and_tingling_lips, brittle_nails, chest_pain, loss_of_smell, blood_in_sputum, ulcers_on_tongue
Diabetes , high_fever, nausea, swollen_extremeties, dischromic _patches, loss_of_appetite, brittle_nails, swelling_joints, irritability, loss_of_balance, receiving_blood_transfusion, nodal_skin_eruptions, painful_walking, passage_of_gases, prominent_veins_on_calf, lethargy, swollen_blood_vessels, obesity
Hyperthyroidism, skin_rash, increased_appetite, rusty_sputum, pus_filled_pimples, yellow_crust_ooze, drying_and_tingling_lips, vomiting, nodal_skin_eruptions, prominent_veins_on_calf, spotting_ urination, coma, mucoid_sputum, passage_of_gases, inflammatory_nails, bladder_discomfort, extra_marital_contacts, chills
Gastroenteritis, patches_in_throat, redness_of_eyes, movement_stiffness, pus_filled_pimples, neck_pain, phlegm, slurred_speech, inflammatory_nails, swollen_blood_vessels, skin_rash, loss_of_appetite, spotting_ urination, internal_itching, irritability, bladder_discomfort, knee_pain, hip_joint_pain
Diabetes , blister, extra_marital_contacts, diarrhoea, indigestion, skin_rash, loss_of_balance, breathlessness, yellowish_skin, stomach_bleeding, headache, swelling_joints, fatigue, small_dents_in_nails, malaise, weight_loss, blackheads, swelling_of_stomach
Fungal infection, skin_peeling, malaise, abnormal_menstruation, blood_in_sputum, restlessness, weakness_of_one_body_side, drying_and_tingling_lips, small_dents_in_nails, ulcers_on_tongue, lack_of_concentration, coma, pain_in_anal_region, dischromic _patches, indigestion, depression, patches_in_throat, loss_of_appetite
Drug Reaction, throat_irritation, high_fever, sunken_eyes, skin_peeling, prominent_veins_on_calf, rusty_sputum, dark_urine, inflammatory_nails, swelled_lymph_nodes, blackheads, depression, swelling_of_stomach, red_spots_over_body, skin_rash, loss_of_balance, receiving_blood_transfusion, stomach_bleeding
Malaria, puffy_face_and_eyes, swelled_lymph_nodes, chest_pain, stomach_pain, coma, loss_of_appetite, phlegm, blackheads, neck_pain, loss_of_balance, weight_gain, bruising, patches_in_throat, muscle_weakness, drying_and_tingling_lips, watering_from_eyes, swelling_joints
Acne, joint_pain, small_dents_in_nails, coma, polyuria, dizziness, palpitations, blackheads, malaise, back_pain, stomach_bleeding, irritability, skin_rash, rusty_sputum, drying_and_tingling_lips, swollen_extremeties, pain_behind_the_eyes, depression
Gastroenteritis, internal_itching, passage_of_gases, continuous_feel_of_urine, swelled_lymph_nodes, burning_micturition, unsteadiness, blackheads, blurred_and_distorted_vision, small_dents_in_nails, increased_appetite, anxiety, lethargy, loss_of_smell, fluid_overload, yellowing_of_eyes, scurring, distention_of_abdomen
Hepatitis D, cramps, sweating, constipation, mild_fever, acute_liver_failure, polyuria, muscle_wasting, pain_behind_the_eyes, brittle_nails, loss_of_balance, excessive_hunger, inflammatory_nails, neck_pain, chills, fatigue, rusty_sputum, swollen_blood_vessels
Typhoid, swelling_joints, nausea, enlarged_thyroid, muscle_pain, headache, toxic_look_(typhos), foul_smell_of urine, pain_behind_the_eyes, cough, belly_pain, loss_of_appetite, stomach_pain, yellow_urine, sweating, irritability, mucoid_sputum, swollen_blood_vessels
GERD, nodal_skin_eruptions, coma, swollen_extremeties, history_of_alcohol_consumption, movement_stiffness, restlessness, yellow_crust_ooze, irritation_in_anus, extra_marital_contacts, foul_smell_of urine, abdominal_pain, mild_fever, scurring, chills, drying_and_tingling_lips, small_dents_in_nails, red_spots_over_body
Gastroenteritis, palpitations, small_dents_in_nails, continuous_feel_of_urine, constipation, watering_from_eyes, cough, shivering, acidity, cramps, scurring, high_fever, dischromic _patches, puffy_face_and_eyes, blister, acute_liver_failure, stiff_neck, diarrhoea
Hypothyroidism, swollen_blood_vessels, yellow_crust_ooze, swollen_legs, muscle_pain, coma, sinus_pressure, pain_during_bowel_movements, receiving_blood_transfusion, stomach_pain, fatigue, scurring, palpitations, belly_pain, bladder_discomfort, mood_swings, swelling_of_stomach, obesity
Malaria, high_fever, silver_like_dusting, restlessness, rusty_sputum, malaise, sunken_eyes, loss_of_appetite, scurring, dehydration, small_dents_in_nails, lack_of_concentration, irritability, fluid_overload, pain_in_anal_region, joint_pain, red_spots_over_body, irregular_sugar_level
Diabetes , painful_walking, blurred_and_distorted_vision, blood_in_sputum, sinus_pressure, diarrhoea, ulcers_on_tongue, yellowish_skin, brittle_nails, fatigue, family_history, movement_stiffness, belly_pain, cramps, unsteadiness, increased_appetite, silver_like_dusting, runny_nose
Typhoid, congestion, burning_micturition, joint_pain, pain_in_anal_region,itching, muscle_pain, mild_fever, yellow_crust_ooze, inflammatory_nails, continuous_sneezing, distention_of_abdomen, weight_loss, acidity, vomiting, movement_stiffness, swollen_blood_vessels, acute_liver_failure
Osteoarthristis, patches_in_throat, inflammatory_nails, redness_of_eyes, yellow_urine, sinus_pressure, prominent_veins_on_calf, malaise, altered_sensorium, puffy_face_and_eyes, continuous_feel_of_urine, pus_filled_pimples, spinning_movements, weakness_in_limbs, pain_in_anal_region, family_history, indigestion, ulcers_on_tongue
Migraine, belly_pain, receiving_blood_transfusion, muscle_wasting, headache, movement_stiffness, obesity, extra_marital_contacts, yellow_urine, pain_in_anal_region, blurred_and_distorted_vision, neck_pain, toxic_look_(typhos), acute_liver_failure, weakness_in_limbs, fast_heart_rate, weakness_of_one_body_side, knee_pain
GERD, runny_nose, weakness_in_limbs, indigestion, loss_of_balance, stiff_neck, knee_pain, blurred_and_distorted_vision, enlarged_thyroid, breathlessness, prominent_veins_on_calf, sweating, bloody_stool, spotting_ urination, shivering, patches_in_throat, family_history, pain_during_bowel_movements
Hepatitis B, slurred_speech, loss_of_balance, drying_and_tingling_lips, loss_of_smell, continuous_feel_of_urine, muscle_weakness, chills, puffy_face_and_eyes, dehydration, pus_filled_pimples, nodal_skin_eruptions, bruising, skin_peeling, shivering, weakness_of_one_body_side, high_fever, malaise
Peptic ulcer diseae, headache, burning_micturition, drying_and_tingling_lips, rusty_sputum, swollen_blood_vessels, redness_of_eyes, extra_marital_contacts, vomiting, skin_peeling, toxic_look_(typhos), prominent_veins_on_calf, yellowish_skin, nodal_skin_eruptions, receiving_blood_transfusion, movement_stiffness, acute_liver_failure, sunken_eyes
Common Cold,itching, silver_like_dusting, blister, sweating, fatigue, toxic_look_(typhos), dehydration, weakness_in_limbs, swollen_blood_vessels, coma, nodal_skin_eruptions, pain_behind_the_eyes, movement_stiffness, skin_peeling, foul_smell_of urine, belly_pain, stomach_bleeding
Peptic ulcer diseae, swollen_blood_vessels, ulcers_on_tongue, blister, weakness_of_one_body_side, anxiety, blood_in_sputum, abnormal_menstruation, increased_appetite, muscle_wasting, loss_of_smell, fatigue, blackheads, vomiting, weakness_in_limbs, redness_of_eyes, distention_of_abdomen, swelled_lymph_nodes
Hepatitis E, visual_disturbances, pain_behind_the_eyes, continuous_feel_of_urine, yellowish_skin, swollen_blood_vessels, prominent_veins_on_calf, acidity, cough, hip_joint_pain, indigestion, obesity, mucoid_sputum, swelling_of_stomach, pus_filled_pimples, acute_liver_failure, depression, high_fever
Malaria, acute_liver_failure, sinus_pressure, mood_swings, scurring, watering_from_eyes, irregular_sugar_level, irritability, family_history, loss_of_balance, painful_walking, continuous_sneezing, dizziness, stiff_neck, abdominal_pain, mucoid_sputum, chest_pain, swelling_of_stomach
(vertigo) Paroymsal  Positional Vertigo, visual_disturbances, red_sore_around_nose, swelling_joints, irregular_sugar_level, continuous_sneezing, inflammatory_nails, toxic_look_(typhos), chest_pain, sweating, swollen_blood_vessels, brittle_nails, swelling_of_stomach, bloody_stool, diarrhoea, bruising, stomach_pain, spotting_ urination
Malaria, acute_liver_failure, scurring, patches_in_throat, malaise, high_fever, cramps, enlarged_thyroid, excessive_hunger, irritability, yellow_urine, polyuria, spinning_movements, lack_of_concentration, inflammatory_nails, mucoid_sputum, hip_joint_pain, red_spots_over_body
Jaundice, puffy_face_and_eyes, swollen_legs, internal_itching, malaise, belly_pain, congestion, throat_irritation, mood_swings, rusty_sputum, muscle_pain, swollen_extremeties, watering_from_eyes, pain_behind_the_eyes, altered_sensorium, fatigue, small_dents_in_nails, restlessness
Hypoglycemia, pus_filled_pimples, chest_pain, knee_pain, dischromic _patches, muscle_wasting,itching, rusty_sputum, nausea, constipation, acute_liver_failure, muscle_pain, weakness_in_limbs, dark_urine, throat_irritation, runny_nose, swollen_legs, movement_stiffness
Acne, weight_loss, bloody_stool, depression, breathlessness, swollen_legs, muscle_pain, mucoid_sputum, dark_urine, knee_pain, yellow_urine, scurring, lack_of_concentration, phlegm, red_spots_over_body, throat_irritation, blurred_and_distorted_vision, chest_pain
Hepatitis C, swollen_extremeties, dizziness, silver_like_dusting, swelling_of_stomach, swelled_lymph_nodes, pus_filled_pimples, sinus_pressure, runny_nose, high_fever, lethargy, foul_smell_of urine, malaise, irritation_in_anus, movement_stiffness, constipation, chills, palpitations
Dimorphic hemmorhoids(piles), increased_appetite, yellow_urine, scurring, back_pain, nausea, cough, irregular_sugar_level, weakness_in_limbs, chills, fatigue, slurred_speech, puffy_face_and_eyes, redness_of_eyes, drying_and_tingling_lips, pain_in_anal_region, history_of_alcohol_consumption, yellowish_skin
Tuberculosis, internal_itching, pain_during_bowel_movements, swollen_legs, coma, stiff_neck, yellowish_skin, red_spots_over_body, skin_peeling, joint_pain, swollen_extremeties, receiving_blood_transfusion, excessive_hunger, nodal_skin_eruptions, belly_pain, runny_nose, abnormal_menstruation, chills
Heart attack, continuous_feel_of_urine, cough, inflammatory_nails, painful_walking, fluid_overload, high_fever, cold_hands_and_feets, visual_disturbances, blackheads, cramps, yellow_urine, neck_pain, depression, belly_pain, receiving_unsterile_injections, rusty_sputum, acidity
Diabetes , small_dents_in_nails, mild_fever, puffy_face_and_eyes, visual_disturbances, red_spots_over_body, pain_in_anal_region, joint_pain, fluid_overload, cough, slurred_speech, obesity, hip_joint_pain, chest_pain, inflammatory_nails, vomiting, brittle_nails, increased_appetite
Jaundice, blurred_and_distorted_vision, lack_of_concentration, internal_itching, mood_swings, swelling_joints, extra_marital_contacts, blister, silver_like_dusting, movement_stiffness, blackheads, redness_of_eyes, yellow_urine, stomach_bleeding, weakness_in_limbs, abdominal_pain, anxiety, bloody_stool
AIDS, fast_heart_rate, swelling_of_stomach, continuous_feel_of_urine, back_pain, weight_loss, pain_in_anal_region, malaise, abnormal_menstruation, irritability, drying_and_tingling_lips, fatigue, spotting_ urination, receiving_blood_transfusion, skin_peeling, acute_liver_failure, muscle_pain, puffy_face_and_eyes
Hypoglycemia, spotting_ urination, stomach_pain, acute_liver_failure, neck_pain, malaise, skin_rash, pain_during_bowel_movements, inflammatory_nails, indigestion, hip_joint_pain, knee_pain, loss_of_balance, mucoid_sputum, silver_like_dusting, extra_marital_contacts, weakness_in_limbs, rusty_sputum
Hyperthyroidism, receiving_blood_transfusion, small_dents_in_nails, bloody_stool, scurring, swollen_extremeties, stomach_pain, continuous_feel_of_urine, depression, bruising, blurred_and_distorted_vision, high_fever, continuous_sneezing, cough, abnormal_menstruation, muscle_wasting, internal_itching, receiving_unsterile_injections
Alcoholic hepatitis, lethargy, swollen_blood_vessels, throat_irritation, knee_pain, swelling_joints, altered_sensorium, yellowing_of_eyes, irritation_in_anus, blurred_and_distorted_vision, joint_pain, muscle_pain, swollen_extremeties, loss_of_balance, nodal_skin_eruptions, polyuria, spinning_movements, congestion
Bronchial Asthma, bruising, blurred_and_distorted_vision, abnormal_menstruation, weight_gain, swollen_extremeties, spotting_ urination, stomach_bleeding, skin_peeling, vomiting, acidity, patches_in_throat, visual_disturbances, irritability, mood_swings, slurred_speech, blackheads, ulcers_on_tongue
AIDS, hip_joint_pain, loss_of_smell, fatigue, breathlessness, enlarged_thyroid, weight_loss, puffy_face_and_eyes, coma, constipation, neck_pain, red_sore_around_nose, pus_filled_pimples, internal_itching, shivering, foul_smell_of urine, fast_heart_rate, pain_in_anal_region
hepatitis A, back_pain, passage_of_gases, dischromic _patches, ulcers_on_tongue, swollen_extremeties, constipation, irregular_sugar_level, pus_filled_pimples, pain_behind_the_eyes, skin_rash, bladder_discomfort, yellowish_skin, neck_pain, headache, abnormal_menstruation, foul_smell_of urine, muscle_weakness
Osteoarthristis, knee_pain, acute_liver_failure, pain_in_anal_region, prominent_veins_on_calf, cold_hands_and_feets, acidity, increased_appetite, loss_of_appetite, fluid_overload, continuous_feel_of_urine, yellowish_skin, restlessness, muscle_weakness, depression, visual_disturbances, abdominal_pain, scurring
AIDS, movement_stiffness, depression, pain_in_anal_region, stomach_pain, restlessness, chest_pain, back_pain, acute_liver_failure, dischromic _patches, phlegm, swelling_joints, yellow_crust_ooze, acidity, knee_pain, yellow_urine, muscle_wasting, toxic_look_(typhos)
Hepatitis D, patches_in_throat, pain_in_anal_region, distention_of_abdomen, receiving_blood_transfusion, swollen_extremeties, continuous_feel_of_urine, swelling_joints, prominent_veins_on_calf, extra_marital_contacts, loss_of_appetite, blister, high_fever, vomiting, slurred_speech, spotting_ urination, bruising, runny_nose
Fungal infection, extra_marital_contacts, ulcers_on_tongue, blurred_and_distorted_vision, shivering, muscle_wasting, throat_irritation,itching, back_pain, swelling_of_stomach, sunken_eyes, runny_nose, loss_of_balance, weight_gain, sweating, dizziness, pain_in_anal_region, small_dents_in_nails
Chronic cholestasis, extra_marital_contacts, toxic_look_(typhos), cramps, prominent_veins_on_calf, knee_pain, joint_pain, enlarged_thyroid, dehydration, lack_of_concentration, spotting_ urination, painful_walking, drying_and_tingling_lips, bruising, passage_of_gases, congestion, neck_pain, chills
Hepatitis E, loss_of_balance, yellowish_skin, skin_peeling, blister, indigestion, spinning_movements, high_fever, bloody_stool, nausea, depression, increased_appetite, mucoid_sputum, bruising, skin_rash, receiving_blood_transfusion, pain_during_bowel_movements, congestion
Jaundice, receiving_unsterile_injections, neck_pain, pain_during_bowel_movements, high_fever, malaise, puffy_face_and_eyes, loss_of_balance, indigestion, increased_appetite, pain_behind_the_eyes, nodal_skin_eruptions, cough, receiving_blood_transfusion, breathlessness, fast_heart_rate, pain_in_anal_region, bruising
Heart attack, throat_irritation, history_of_alcohol_consumption, swollen_legs, pus_filled_pimples, fatigue, muscle_pain, bruising, blister, mucoid_sputum, watering_from_eyes, weight_loss, continuous_feel_of_urine, belly_pain, congestion, slurred_speech, visual_disturbances, stomach_pain
Diabetes , diarrhoea, ulcers_on_tongue, lack_of_concentration, stomach_pain, acute_liver_failure, fatigue, abdominal_pain, enlarged_thyroid,itching, internal_itching, lethargy, loss_of_smell, extra_marital_contacts, swelling_of_stomach, loss_of_balance, pain_in_anal_region, blackheads
Dengue, altered_sensorium, weight_gain, muscle_wasting, puffy_face_and_eyes, fatigue, bloody_stool, redness_of_eyes, swelling_of_stomach, muscle_weakness, vomiting, irregular_sugar_level, phlegm,itching, fluid_overload, indigestion, skin_peeling, yellowing_of_eyes
Bronchial Asthma, fatigue, prominent_veins_on_calf, cramps, small_dents_in_nails, silver_like_dusting, swollen_blood_vessels, weakness_of_one_body_side, fast_heart_rate, distention_of_abdomen, excessive_hunger, red_spots_over_body, visual_disturbances, high_fever, weakness_in_limbs, indigestion, yellow_urine, abnormal_menstruation
Pneumonia, weakness_in_limbs, depression, nodal_skin_eruptions, bladder_discomfort, loss_of_appetite, lethargy, movement_stiffness, sunken_eyes, indigestion, irregular_sugar_level,itching, cough, throat_irritation, burning_micturition, acute_liver_failure, bloody_stool, nausea
Malaria, diarrhoea, drying_and_tingling_lips, back_pain, blackheads, weight_loss, distention_of_abdomen, foul_smell_of urine, dischromic _patches, loss_of_appetite, restlessness, family_history, pain_behind_the_eyes, weakness_in_limbs, mucoid_sputum, bladder_discomfort, small_dents_in_nails, red_spots_over_body
AIDS, depression, small_dents_in_nails, acidity, stomach_pain, skin_rash, headache, painful_walking, knee_pain, runny_nose, watering_from_eyes, mild_fever, sunken_eyes, neck_pain, diarrhoea, movement_stiffness, loss_of_balance, pain_behind_the_eyes
Chronic cholestasis, nausea, blister, inflammatory_nails, diarrhoea, anxiety, stiff_neck, nodal_skin_eruptions, increased_appetite, abdominal_pain, loss_of_smell, family_history, skin_rash,itching, patches_in_throat, blackheads, loss_of_appetite, passage_of_gases
Chronic cholestasis, fast_heart_rate, hip_joint_pain, irritability, spinning_movements, mild_fever, enlarged_thyroid, stomach_bleeding, loss_of_smell, weakness_of_one_body_side, spotting_ urination, swelling_of_stomach, puffy_face_and_eyes, bruising, foul_smell_of urine, silver_like_dusting, ulcers_on_tongue, abnormal_menstruation
Acne, congestion, muscle_weakness, loss_of_appetite, red_spots_over_body, mood_swings, irregular_sugar_level, swollen_blood_vessels, weakness_of_one_body_side, pain_behind_the_eyes, swollen_legs, toxic_look_(typhos), indigestion, lack_of_concentration, loss_of_balance, passage_of_gases, slurred_speech, fluid_overload
Typhoid, burning_micturition, inflammatory_nails, history_of_alcohol_consumption, prominent_veins_on_calf, altered_sensorium, nausea, nodal_skin_eruptions, swelled_lymph_nodes, bloody_stool, ulcers_on_tongue, cramps, dischromic _patches, irregular_sugar_level, yellowish_skin, cold_hands_and_feets, patches_in_throat, swollen_legs
Paralysis (brain hemorrhage), vomiting, burning_micturition, skin_rash, spinning_movements, nodal_skin_eruptions, loss_of_smell, belly_pain, slurred_speech, bruising, mucoid_sputum, blister, bladder_discomfort, headache, movement_stiffness, weight_loss, sunken_eyes, chest_pain
Bronchial Asthma, back_pain, rusty_sputum, joint_pain, mood_swings, breathlessness, belly_pain, dark_urine, blackheads, restlessness, unsteadiness, receiving_blood_transfusion, altered_sensorium, loss_of_balance, blood_in_sputum, chest_pain, drying_and_tingling_lips, patches_in_throat
Typhoid, pain_during_bowel_movements, acidity, weight_loss, bloody_stool, mucoid_sputum, yellow_crust_ooze, prominent_veins_on_calf, stomach_pain, spinning_movements, brittle_nails, anxiety, vomiting, dehydration, joint_pain, irritation_in_anus, puffy_face_and_eyes, restlessness
Osteoarthristis, depression, blood_in_sputum, fatigue, neck_pain, passage_of_gases, receiving_unsterile_injections,itching, hip_joint_pain, phlegm, mood_swings, coma, blackheads, pus_filled_pimples, movement_stiffness, bloody_stool, swelling_of_stomach, small_dents_in_nails
Hypoglycemia, yellowing_of_eyes, fluid_overload, throat_irritation, muscle_wasting, pain_in_anal_region, toxic_look_(typhos), cold_hands_and_feets, enlarged_thyroid, painful_walking, extra_marital_contacts, muscle_pain, blister, back_pain, mild_fever, knee_pain, stomach_pain, dischromic _patches
Varicose veins, joint_pain, mild_fever, weight_loss, swelling_of_stomach, nodal_skin_eruptions, phlegm, scurring, coma, cough, muscle_weakness, mood_swings, drying_and_tingling_lips, yellowing_of_eyes, unsteadiness, vomiting, weakness_of_one_body_side, continuous_sneezing
Alcoholic hepatitis, prominent_veins_on_calf, puffy_face_and_eyes, polyuria, stiff_neck, fluid_overload, hip_joint_pain, bloody_stool, pus_filled_pimples, internal_itching, mild_fever, acute_liver_failure, headache,itching, pain_during_bowel_movements, skin_rash, swollen_extremeties, nodal_skin_eruptions
Varicose veins, yellowish_skin, stomach_bleeding, coma, pus_filled_pimples, spotting_ urination, high_fever, swelling_joints, swelled_lymph_nodes, yellowing_of_eyes, muscle_weakness, cramps, loss_of_balance, extra_marital_contacts, belly_pain, scurring, acidity, mood_swings
Typhoid, diarrhoea, altered_sensorium, small_dents_in_nails, loss_of_balance, breathlessness, rusty_sputum, unsteadiness, scurring, receiving_blood_transfusion, shivering, indigestion, stomach_pain, blackheads, cold_hands_and_feets, patches_in_throat, swelling_joints, mild_fever
Dengue, continuous_sneezing,itching, fatigue, chills, family_history, enlarged_thyroid, yellow_urine, palpitations, bruising, blood_in_sputum, internal_itching, pain_during_bowel_movements, receiving_unsterile_injections, lethargy, sunken_eyes, yellowish_skin, back_pain
Heart attack, muscle_pain, receiving_blood_transfusion, drying_and_tingling_lips, blurred_and_distorted_vision, muscle_weakness, runny_nose, yellowish_skin, swelling_joints, swelling_of_stomach, loss_of_appetite, neck_pain, pus_filled_pimples, throat_irritation, burning_micturition, coma, red_spots_over_body, watering_from_eyes
Arthritis, increased_appetite, fatigue, obesity, blurred_and_distorted_vision, yellow_crust_ooze, burning_micturition, blackheads, sinus_pressure, sweating, pain_behind_the_eyes, muscle_weakness, spotting_ urination, congestion, stomach_bleeding, pain_in_anal_region, anxiety, pain_during_bowel_movements
Hypertension , red_spots_over_body, congestion, scurring, loss_of_smell, yellow_crust_ooze, swelling_joints, dizziness, stomach_bleeding, depression, cold_hands_and_feets, muscle_pain, irritation_in_anus, movement_stiffness, headache, swelling_of_stomach, yellowish_skin, lethargy
AIDS, lack_of_concentration, swelling_joints, knee_pain, pus_filled_pimples, dark_urine, high_fever, irritation_in_anus, pain_behind_the_eyes, fluid_overload, spotting_ urination, muscle_wasting,itching, abnormal_menstruation, family_history, mucoid_sputum, neck_pain, blister
Drug Reaction, dark_urine, mood_swings, weight_gain, pus_filled_pimples, phlegm, enlarged_thyroid, vomiting, restlessness, acidity, weakness_of_one_body_side, sweating, skin_rash, pain_in_anal_region, swelling_of_stomach, dischromic _patches, mild_fever, foul_smell_of urine
Chronic cholestasis, puffy_face_and_eyes, fluid_overload, diarrhoea, neck_pain, polyuria, depression, bruising, patches_in_throat, prominent_veins_on_calf, loss_of_balance,itching, rusty_sputum, spinning_movements, painful_walking, yellow_crust_ooze, acidity, swollen_blood_vessels
Tuberculosis, blister, phlegm, inflammatory_nails, loss_of_smell, scurring, red_spots_over_body, weight_loss, breathlessness, chills, obesity, nodal_skin_eruptions, acidity, headache, polyuria, weight_gain, stiff_neck, muscle_weakness
Bronchial Asthma, acute_liver_failure, weakness_of_one_body_side, irregular_sugar_level, puffy_face_and_eyes, stomach_bleeding, swollen_legs, abnormal_menstruation, burning_micturition, yellowing_of_eyes, altered_sensorium, irritability, history_of_alcohol_consumption, muscle_pain, malaise, palpitations, movement_stiffness, prominent_veins_on_calf
Chicken pox, yellowing_of_eyes, scurring, palpitations, swelling_joints, spotting_ urination, swollen_legs, belly_pain, red_spots_over_body, blackheads, mucoid_sputum, joint_pain, dark_urine, swelled_lymph_nodes, burning_micturition, vomiting, enlarged_thyroid, bloody_stool
Migraine, drying_and_tingling_lips, continuous_feel_of_urine, red_spots_over_body, sinus_pressure, fluid_overload, spinning_movements, bladder_discomfort, loss_of_balance, passage_of_gases, swelling_of_stomach, yellowing_of_eyes, lethargy, muscle_pain, swollen_blood_vessels, dehydration, watering_from_eyes, chills
Arthritis, runny_nose, loss_of_smell, blood_in_sputum, acidity, abdominal_pain, passage_of_gases, unsteadiness, scurring, blackheads, yellowing_of_eyes, sinus_pressure, loss_of_balance, shivering, muscle_wasting, distention_of_abdomen, continuous_sneezing, fatigue
Arthritis, excessive_hunger, burning_micturition, loss_of_appetite, toxic_look_(typhos), rusty_sputum, vomiting, joint_pain, passage_of_gases, visual_disturbances, blurred_and_distorted_vision, weight_loss, silver_like_dusting, indigestion, swollen_legs, shivering, stiff_neck, bloody_stool
Jaundice, distention_of_abdomen, enlarged_thyroid, belly_pain, dark_urine, receiving_blood_transfusion, spotting_ urination, chills, high_fever, coma, irregular_sugar_level, family_history, cough, toxic_look_(typhos), bruising, bladder_discomfort, lack_of_concentration, chest_pain
hepatitis A, pain_during_bowel_movements, burning_micturition, sunken_eyes, joint_pain, stiff_neck, swelled_lymph_nodes, increased_appetite, dark_urine, runny_nose, yellow_crust_ooze, slurred_speech, drying_and_tingling_lips, bruising, puffy_face_and_eyes, lethargy, high_fever, scurring
Hepatitis C, sunken_eyes, swelling_joints, excessive_hunger, polyuria, weight_gain, altered_sensorium, yellow_crust_ooze, cough, runny_nose, abdominal_pain, pain_behind_the_eyes, spinning_movements, receiving_blood_transfusion, foul_smell_of urine, dehydration, swollen_extremeties, constipation
AIDS, visual_disturbances, pain_during_bowel_movements, chills, toxic_look_(typhos), small_dents_in_nails, continuous_feel_of_urine, yellow_urine, redness_of_eyes, swelling_joints, enlarged_thyroid, distention_of_abdomen, rusty_sputum, dehydration, phlegm, palpitations, yellowing_of_eyes, loss_of_appetite
Hypertension , rusty_sputum, loss_of_appetite, swollen_legs, distention_of_abdomen, throat_irritation, small_dents_in_nails, weakness_in_limbs, yellow_urine, indigestion, receiving_unsterile_injections, inflammatory_nails, increased_appetite, mood_swings, sunken_eyes, joint_pain, bruising, fluid_overload
Typhoid, skin_peeling, constipation, coma, weakness_in_limbs, cramps, yellowish_skin, visual_disturbances, swelling_joints, internal_itching, inflammatory_nails, swollen_legs, fatigue, altered_sensorium, diarrhoea, stomach_pain, joint_pain, silver_like_dusting
Jaundice, headache, swollen_legs, loss_of_appetite, dark_urine, watering_from_eyes, silver_like_dusting, dehydration, restlessness, foul_smell_of urine, malaise, blackheads, dischromic _patches,itching, passage_of_gases, red_spots_over_body, pus_filled_pimples, lethargy
Diabetes , rusty_sputum, nodal_skin_eruptions, history_of_alcohol_consumption, headache, foul_smell_of urine, patches_in_throat, runny_nose, movement_stiffness, restlessness, mild_fever, continuous_feel_of_urine, lack_of_concentration, excessive_hunger, scurring, acidity, cold_hands_and_feets, drying_and_tingling_lips
Osteoarthristis, vomiting, bladder_discomfort, weakness_in_limbs, mood_swings, pus_filled_pimples, anxiety, stomach_pain, swollen_extremeties, fatigue, dark_urine, joint_pain, congestion, irritation_in_anus, fast_heart_rate, chest_pain, muscle_pain, brittle_nails
Migraine, irritation_in_anus, continuous_feel_of_urine, brittle_nails, bruising, palpitations, throat_irritation, phlegm, chest_pain, yellow_urine, fatigue, swelling_of_stomach, sinus_pressure, dark_urine, burning_micturition, prominent_veins_on_calf, neck_pain, continuous_sneezing
Common Cold, swollen_blood_vessels, nausea, small_dents_in_nails, fast_heart_rate, anxiety, pus_filled_pimples, abnormal_menstruation, pain_during_bowel_movements, acidity, yellowish_skin, weight_loss, distention_of_abdomen, phlegm, blood_in_sputum, back_pain, bladder_discomfort, passage_of_gases
Bronchial Asthma, high_fever, indigestion, pain_behind_the_eyes, lethargy, passage_of_gases, rusty_sputum, yellow_crust_ooze, fatigue, puffy_face_and_eyes, blood_in_sputum, mucoid_sputum, blister, dehydration, receiving_blood_transfusion, distention_of_abdomen, movement_stiffness, phlegm
Drug Reaction, drying_and_tingling_lips, stiff_neck, sweating, lethargy, pain_behind_the_eyes, receiving_unsterile_injections, bladder_discomfort, red_spots_over_body, indigestion, swollen_blood_vessels, abdominal_pain, loss_of_smell, altered_sensorium, history_of_alcohol_consumption, obesity, silver_like_dusting, foul_smell_of urine
Peptic ulcer diseae, chills, yellow_crust_ooze, shivering, yellowing_of_eyes, visual_disturbances, puffy_face_and_eyes, muscle_weakness, breathlessness, fast_heart_rate, cough, pain_during_bowel_movements, enlarged_thyroid, swelled_lymph_nodes, fatigue, dischromic _patches, altered_sensorium, swelling_joints
Jaundice, continuous_feel_of_urine, brittle_nails, increased_appetite,itching, headache, swelling_joints, redness_of_eyes, lack_of_concentration, back_pain, swollen_blood_vessels, swollen_extremeties, mucoid_sputum, sweating, high_fever, blackheads, congestion, internal_itching
