,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
2295,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none,none
2296,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none,none
2297,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload,none,none,none,none,none,none,none,none,none,none,none
2298,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption,none,none,none,none,none,none,none,none,none,none,none
2299,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,none,none,none,none,none,none,none,none,none,none
2300,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
2301,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none
2302,Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2303,Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2304,Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2305,Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2306,Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2307,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2308,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2309,Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,none,none
2310,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
2311,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain
2312,Common Cold, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2313,Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2314,Common Cold, continuous_sneezing, chills, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2315,Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2316,Common Cold, continuous_sneezing, chills, fatigue, cough, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2317,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2318,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2319,Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,none
2320,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2321,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
2322,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none
2323,Pneumonia, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2324,Pneumonia, chills, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2325,Pneumonia, chills, fatigue, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2326,Pneumonia, chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2327,Pneumonia, chills, fatigue, cough, high_fever, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2328,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2329,Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, phlegm, chest_pain, fast_heart_rate, rusty_sputum,none,none,none,none,none,none,none
2330,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2331,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2332,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2333,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none,none
2334,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none,none
2335,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none,none
2336,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none,none
2337,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,none,none,none,none,none,none,none,none,none,none,none,none,none
2338,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2339,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,none,none,none,none,none,none,none,none,none,none,none,none
2340,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
2341,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
2342,Heart attack, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2343,Heart attack, vomiting, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2344,Heart attack, vomiting, breathlessness, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2345,Heart attack, vomiting, breathlessness, sweating,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2346,Heart attack, vomiting, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none
2347,Heart attack, breathlessness, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2348,Heart attack, vomiting, sweating, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2349,Heart attack, vomiting, breathlessness, chest_pain,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2350,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
2351,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none
2352,Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2353,Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2354,Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2355,Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2356,Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2357,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2358,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels,none,none,none,none,none,none,none,none,none,none,none
2359,Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, prominent_veins_on_calf,none,none,none,none,none,none,none,none,none,none,none
2360,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
2361,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none
2362,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2363,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2364,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2365,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2366,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2367,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2368,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2369,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,none,none,none,none,none
2370,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
2371,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none
2372,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2373,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2374,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2375,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2376,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2377,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2378,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2379,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, muscle_weakness, irritability, abnormal_menstruation,none,none,none,none,none,none,none
2380,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2381,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
2382,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none
2383,Hypoglycemia, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2384,Hypoglycemia, vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2385,Hypoglycemia, vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2386,Hypoglycemia, vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2387,Hypoglycemia, vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2388,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2389,Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,none,none,none,none,none,none
2390,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2391,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2392,Osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2393,Osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2394,Osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2395,Osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2396,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2397,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints,none,none,none,none,none,none,none,none,none,none,none,none
2398,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2399,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none
2400,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2401,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2402,Arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none,none
2403,Arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none,none
2404,Arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none,none
2405,Arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none,none
2406,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2407,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,none,none,none,none,none,none,none,none,none,none,none,none,none
2408,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2409,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,none,none,none,none,none,none,none,none,none,none,none,none
2410,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
2411,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
2412,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2413,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2414,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2415,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2416,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2417,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance,none,none,none,none,none,none,none,none,none,none,none,none
2418,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none
2419,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance, unsteadiness,none,none,none,none,none,none,none,none,none,none,none,none
2420,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
2421,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
2422,Acne, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2423,Acne, skin_rash, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2424,Acne, skin_rash, pus_filled_pimples, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2425,Acne, skin_rash, pus_filled_pimples, blackheads,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2426,Acne, skin_rash, pus_filled_pimples, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none
2427,Acne, skin_rash, pus_filled_pimples, blackheads,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2428,Acne, skin_rash, pus_filled_pimples, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2429,Acne, skin_rash, blackheads, scurring,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2430,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
2431,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
2432,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2433,Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2434,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2435,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2436,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none
2437,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2438,Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2439,Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,none,none,none,none,none,none,none,none,none,none,none,none,none,none
2440,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2441,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2442,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none,none
2443,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none,none
2444,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none,none
2445,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none,none
2446,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none,none
2447,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,none,none,none,none,none,none,none,none,none,none,none,none
2448,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2449,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,none,none,none,none,none,none,none,none,none,none,none
2450,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
2451,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
2452,Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2453,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2454,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2455,Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2456,Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2457,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,none,none,none,none,none,none,none,none,none,none,none,none,none
2458,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none
2459,Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,none,none,none,none,none,none,none,none,none,none,none,none,none
2460,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,none,none,none,none,none,none,none,none,none,none,none,none,none
2461,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,none,none,none,none,none,none,none,none,none,none,none,none,none
2462,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,none,none,none,none,none,none,none,none,none,none,none
2463,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,none,none,none,none,none,none,none,none,none,none
2464,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,none,none,none,none,none,none,none,none,none,none,none,none
2465,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,none,none,none,none,none,none,none,none,none,none,none
2466,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,none,none,none,none,none,none,none,none,none,none,none,none,none
